783,993,830,1008,824,1025,777,1010,text
758,346,929,276,940,304,769,374,text
765,383,811,366,818,384,772,401,text
757,423,882,383,892,415,767,455,text
763,462,860,433,866,454,769,483,text
760,499,932,460,940,495,768,534,text
762,543,859,519,866,546,769,570,text
758,581,943,556,947,590,762,615,text
759,624,857,610,860,634,762,648,text
758,689,926,681,928,717,760,725,text
758,731,852,729,852,752,758,754,text
756,767,858,771,856,809,754,805,text
755,810,848,816,846,841,753,835,text
805,856,855,864,851,893,801,885,text
803,891,876,903,873,924,800,912,text
